Harga Pangan di Tingkat Produsen Provinsi,,,,,
,,,,,
Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga
36,Banten,GKG Tk. Penggilingan,2023,Mei,Rp5.925
51,Bali,GKG Tk. Penggilingan,2023,Mei,Rp6.530
52,Nusa Tenggara Barat,GKG Tk. Penggilingan,2023,Mei,Rp5.691
53,Nusa Tenggara Timur,GKG Tk. Penggilingan,2023,Mei,Rp6.375
61,Kalimantan Barat,GKG Tk. Penggilingan,2023,Mei,Rp6.101
62,Kalimantan Tengah,GKG Tk. Penggilingan,2023,Mei,Rp6.033
63,Kalimantan Selatan,GKG Tk. Penggilingan,2023,Mei,Rp7.143
71,Sulawesi Utara,GKG Tk. Penggilingan,2023,Mei,-
72,Sulawesi Tengah,GKG Tk. Penggilingan,2023,Mei,-
73,Sulawesi Selatan,GKG Tk. Penggilingan,2023,Mei,Rp6.008
74,Sulawesi Tenggara,GKG Tk. Penggilingan,2023,Mei,Rp5.571
75,Gorontalo,GKG Tk. Penggilingan,2023,Mei,-
76,Sulawesi Barat,GKG Tk. Penggilingan,2023,Mei,-
11,Aceh,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.698
12,Sumatera Utara,Beras Medium Tingkat Penggilingan,2023,Mei,Rp11.466
13,Sumatera Barat,Beras Medium Tingkat Penggilingan,2023,Mei,Rp11.901
14,Riau,Beras Medium Tingkat Penggilingan,2023,Mei,-
15,Jambi,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.067
16,Sumatera Selatan,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.211
17,Bengkulu,Beras Medium Tingkat Penggilingan,2023,Mei,-
18,Lampung,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.252
32,Jawa Barat,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.680
33,Jawa Tengah,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.325
34,D.I Yogyakarta,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.596
35,Jawa Timur,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.135
36,Banten,Beras Medium Tingkat Penggilingan,2023,Mei,Rp9.855
51,Bali,Beras Medium Tingkat Penggilingan,2023,Mei,Rp11.129
52,Nusa Tenggara Barat,Beras Medium Tingkat Penggilingan,2023,Mei,Rp9.247
53,Nusa Tenggara Timur,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.000
61,Kalimantan Barat,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.791
62,Kalimantan Tengah,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.950
63,Kalimantan Selatan,Beras Medium Tingkat Penggilingan,2023,Mei,Rp11.160
71,Sulawesi Utara,Beras Medium Tingkat Penggilingan,2023,Mei,-
72,Sulawesi Tengah,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.249
73,Sulawesi Selatan,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.096
74,Sulawesi Tenggara,Beras Medium Tingkat Penggilingan,2023,Mei,Rp10.287
75,Gorontalo,Beras Medium Tingkat Penggilingan,2023,Mei,-
76,Sulawesi Barat,Beras Medium Tingkat Penggilingan,2023,Mei,-
11,Aceh,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.731
12,Sumatera Utara,Beras Premium Tingkat Penggilingan,2023,Mei,Rp12.476
13,Sumatera Barat,Beras Premium Tingkat Penggilingan,2023,Mei,Rp13.346
14,Riau,Beras Premium Tingkat Penggilingan,2023,Mei,-
15,Jambi,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.292
16,Sumatera Selatan,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.195
17,Bengkulu,Beras Premium Tingkat Penggilingan,2023,Mei,-
18,Lampung,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.203
32,Jawa Barat,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.760
33,Jawa Tengah,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.731
34,D.I Yogyakarta,Beras Premium Tingkat Penggilingan,2023,Mei,Rp12.112
35,Jawa Timur,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.324
36,Banten,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.093
51,Bali,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.000
52,Nusa Tenggara Barat,Beras Premium Tingkat Penggilingan,2023,Mei,Rp10.123
53,Nusa Tenggara Timur,Beras Premium Tingkat Penggilingan,2023,Mei,Rp10.500
61,Kalimantan Barat,Beras Premium Tingkat Penggilingan,2023,Mei,-
62,Kalimantan Tengah,Beras Premium Tingkat Penggilingan,2023,Mei,Rp13.079
63,Kalimantan Selatan,Beras Premium Tingkat Penggilingan,2023,Mei,Rp12.896
71,Sulawesi Utara,Beras Premium Tingkat Penggilingan,2023,Mei,-
72,Sulawesi Tengah,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.381
73,Sulawesi Selatan,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.297
74,Sulawesi Tenggara,Beras Premium Tingkat Penggilingan,2023,Mei,Rp11.143
75,Gorontalo,Beras Premium Tingkat Penggilingan,2023,Mei,-
76,Sulawesi Barat,Beras Premium Tingkat Penggilingan,2023,Mei,-
11,Aceh,Jagung Pipilan Kering Tingkat Petani,2023,Mei,-
12,Sumatera Utara,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.674
13,Sumatera Barat,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.618
14,Riau,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.458
15,Jambi,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.232
16,Sumatera Selatan,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp5.187
17,Bengkulu,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.978
18,Lampung,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.285
32,Jawa Barat,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.997
33,Jawa Tengah,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp5.180
34,D.I Yogyakarta,Jagung Pipilan Kering Tingkat Petani,2023,Mei,-
35,Jawa Timur,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp5.098
36,Banten,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp5.006
51,Bali,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp3.800
52,Nusa Tenggara Barat,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.679
53,Nusa Tenggara Timur,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp5.000
61,Kalimantan Barat,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp5.900
62,Kalimantan Tengah,Jagung Pipilan Kering Tingkat Petani,2023,Mei,-
63,Kalimantan Selatan,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.947
71,Sulawesi Utara,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.784
72,Sulawesi Tengah,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.610
73,Sulawesi Selatan,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.381
74,Sulawesi Tenggara,Jagung Pipilan Kering Tingkat Petani,2023,Mei,-
75,Gorontalo,Jagung Pipilan Kering Tingkat Petani,2023,Mei,Rp4.379
76,Sulawesi Barat,Jagung Pipilan Kering Tingkat Petani,2023,Mei,-
11,Aceh,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
12,Sumatera Utara,Kedelai Biji Kering Tingkat Petani,2023,Mei,Rp10.112
13,Sumatera Barat,Kedelai Biji Kering Tingkat Petani,2023,Mei,Rp10.838
14,Riau,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
15,Jambi,Kedelai Biji Kering Tingkat Petani,2023,Mei,Rp11.000
16,Sumatera Selatan,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
17,Bengkulu,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
18,Lampung,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
32,Jawa Barat,Kedelai Biji Kering Tingkat Petani,2023,Mei,Rp10.400
33,Jawa Tengah,Kedelai Biji Kering Tingkat Petani,2023,Mei,Rp10.360
34,D.I Yogyakarta,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
35,Jawa Timur,Kedelai Biji Kering Tingkat Petani,2023,Mei,Rp10.688
36,Banten,Kedelai Biji Kering Tingkat Petani,2023,Mei,Rp8.265
51,Bali,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
52,Nusa Tenggara Barat,Kedelai Biji Kering Tingkat Petani,2023,Mei,Rp9.580
53,Nusa Tenggara Timur,Kedelai Biji Kering Tingkat Petani,2023,Mei,Rp10.000
61,Kalimantan Barat,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
62,Kalimantan Tengah,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
63,Kalimantan Selatan,Kedelai Biji Kering Tingkat Petani,2023,Mei,Rp10.000
71,Sulawesi Utara,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
72,Sulawesi Tengah,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
73,Sulawesi Selatan,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
74,Sulawesi Tenggara,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
75,Gorontalo,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
76,Sulawesi Barat,Kedelai Biji Kering Tingkat Petani,2023,Mei,-
11,Aceh,Bawang Merah Tingkat Petani,2023,Mei,-
12,Sumatera Utara,Bawang Merah Tingkat Petani,2023,Mei,Rp19.481
13,Sumatera Barat,Bawang Merah Tingkat Petani,2023,Mei,Rp19.717
14,Riau,Bawang Merah Tingkat Petani,2023,Mei,-
15,Jambi,Bawang Merah Tingkat Petani,2023,Mei,Rp15.679
16,Sumatera Selatan,Bawang Merah Tingkat Petani,2023,Mei,-
17,Bengkulu,Bawang Merah Tingkat Petani,2023,Mei,-
18,Lampung,Bawang Merah Tingkat Petani,2023,Mei,-
32,Jawa Barat,Bawang Merah Tingkat Petani,2023,Mei,Rp18.649
33,Jawa Tengah,Bawang Merah Tingkat Petani,2023,Mei,Rp25.482
34,D.I Yogyakarta,Bawang Merah Tingkat Petani,2023,Mei,Rp21.227
35,Jawa Timur,Bawang Merah Tingkat Petani,2023,Mei,Rp26.598
36,Banten,Bawang Merah Tingkat Petani,2023,Mei,Rp28.853
51,Bali,Bawang Merah Tingkat Petani,2023,Mei,Rp20.015
52,Nusa Tenggara Barat,Bawang Merah Tingkat Petani,2023,Mei,Rp23.937
53,Nusa Tenggara Timur,Bawang Merah Tingkat Petani,2023,Mei,Rp25.050
61,Kalimantan Barat,Bawang Merah Tingkat Petani,2023,Mei,-
62,Kalimantan Tengah,Bawang Merah Tingkat Petani,2023,Mei,-
63,Kalimantan Selatan,Bawang Merah Tingkat Petani,2023,Mei,Rp30.333
71,Sulawesi Utara,Bawang Merah Tingkat Petani,2023,Mei,-
72,Sulawesi Tengah,Bawang Merah Tingkat Petani,2023,Mei,-
73,Sulawesi Selatan,Bawang Merah Tingkat Petani,2023,Mei,Rp29.444
74,Sulawesi Tenggara,Bawang Merah Tingkat Petani,2023,Mei,-
75,Gorontalo,Bawang Merah Tingkat Petani,2023,Mei,-
76,Sulawesi Barat,Bawang Merah Tingkat Petani,2023,Mei,-
11,Aceh,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp16.192
12,Sumatera Utara,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp10.835
13,Sumatera Barat,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp18.045
14,Riau,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
15,Jambi,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp14.497
16,Sumatera Selatan,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp15.409
17,Bengkulu,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp16.162
18,Lampung,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp18.125
32,Jawa Barat,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp15.959
33,Jawa Tengah,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp17.723
34,D.I Yogyakarta,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp13.575
35,Jawa Timur,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp16.659
36,Banten,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp22.803
51,Bali,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
52,Nusa Tenggara Barat,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
53,Nusa Tenggara Timur,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
61,Kalimantan Barat,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
62,Kalimantan Tengah,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
63,Kalimantan Selatan,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp40.000
71,Sulawesi Utara,Cabai Merah Keriting Tingkat Petani,2023,Mei,Rp27.000
72,Sulawesi Tengah,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
73,Sulawesi Selatan,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
74,Sulawesi Tenggara,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
75,Gorontalo,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
76,Sulawesi Barat,Cabai Merah Keriting Tingkat Petani,2023,Mei,-
11,Aceh,Cabai Rawit Merah Tingkat Petani,2023,Mei,-
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp11.077
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp20.706
14,Riau,Cabai Rawit Merah Tingkat Petani,2023,Mei,-
15,Jambi,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp15.000
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp20.000
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2023,Mei,-
18,Lampung,Cabai Rawit Merah Tingkat Petani,2023,Mei,-
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp21.262
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp23.658
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp23.076
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp21.468
36,Banten,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp26.281
51,Bali,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp22.915
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp25.207
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp44.250
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp44.455
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2023,Mei,-
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp44.488
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp24.742
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp18.884
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp22.197
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2023,Mei,-
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2023,Mei,Rp18.714
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2023,Mei,-
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp52.678
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp53.585
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp55.069
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,-
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp56.959
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp49.343
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,-
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp51.067
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp54.169
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp50.798
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp47.486
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp49.301
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp56.132
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp42.049
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp50.891
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp52.815
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,-
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,-
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp61.446
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,-
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,-
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp54.757
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,-
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,Rp42.000
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Mei,-
11,Aceh,Ayam Ras Pedaging,2023,Mei,-
12,Sumatera Utara,Ayam Ras Pedaging,2023,Mei,Rp22.634
13,Sumatera Barat,Ayam Ras Pedaging,2023,Mei,Rp21.436
14,Riau,Ayam Ras Pedaging,2023,Mei,Rp21.190
15,Jambi,Ayam Ras Pedaging,2023,Mei,Rp26.433
16,Sumatera Selatan,Ayam Ras Pedaging,2023,Mei,Rp21.644
17,Bengkulu,Ayam Ras Pedaging,2023,Mei,-
18,Lampung,Ayam Ras Pedaging,2023,Mei,Rp22.815
32,Jawa Barat,Ayam Ras Pedaging,2023,Mei,Rp22.658
33,Jawa Tengah,Ayam Ras Pedaging,2023,Mei,Rp19.995
34,D.I Yogyakarta,Ayam Ras Pedaging,2023,Mei,-
35,Jawa Timur,Ayam Ras Pedaging,2023,Mei,Rp22.386
36,Banten,Ayam Ras Pedaging,2023,Mei,Rp22.837
51,Bali,Ayam Ras Pedaging,2023,Mei,Rp24.180
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2023,Mei,Rp25.000
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2023,Mei,Rp26.800
61,Kalimantan Barat,Ayam Ras Pedaging,2023,Mei,Rp27.106
62,Kalimantan Tengah,Ayam Ras Pedaging,2023,Mei,-
63,Kalimantan Selatan,Ayam Ras Pedaging,2023,Mei,Rp26.964
71,Sulawesi Utara,Ayam Ras Pedaging,2023,Mei,Rp25.000
72,Sulawesi Tengah,Ayam Ras Pedaging,2023,Mei,-
73,Sulawesi Selatan,Ayam Ras Pedaging,2023,Mei,Rp22.207
74,Sulawesi Tenggara,Ayam Ras Pedaging,2023,Mei,-
75,Gorontalo,Ayam Ras Pedaging,2023,Mei,-
76,Sulawesi Barat,Ayam Ras Pedaging,2023,Mei,-
11,Aceh,Telur Ayam Ras,2023,Mei,-
12,Sumatera Utara,Telur Ayam Ras,2023,Mei,Rp23.479
13,Sumatera Barat,Telur Ayam Ras,2023,Mei,Rp24.658
14,Riau,Telur Ayam Ras,2023,Mei,-
15,Jambi,Telur Ayam Ras,2023,Mei,Rp26.300
16,Sumatera Selatan,Telur Ayam Ras,2023,Mei,Rp26.188
17,Bengkulu,Telur Ayam Ras,2023,Mei,-
18,Lampung,Telur Ayam Ras,2023,Mei,Rp26.548
32,Jawa Barat,Telur Ayam Ras,2023,Mei,Rp26.795
33,Jawa Tengah,Telur Ayam Ras,2023,Mei,Rp27.232
34,D.I Yogyakarta,Telur Ayam Ras,2023,Mei,Rp26.942
35,Jawa Timur,Telur Ayam Ras,2023,Mei,Rp25.431
36,Banten,Telur Ayam Ras,2023,Mei,Rp24.346
51,Bali,Telur Ayam Ras,2023,Mei,Rp24.155
52,Nusa Tenggara Barat,Telur Ayam Ras,2023,Mei,-
53,Nusa Tenggara Timur,Telur Ayam Ras,2023,Mei,Rp27.129
61,Kalimantan Barat,Telur Ayam Ras,2023,Mei,Rp27.692
62,Kalimantan Tengah,Telur Ayam Ras,2023,Mei,-
63,Kalimantan Selatan,Telur Ayam Ras,2023,Mei,Rp27.414
71,Sulawesi Utara,Telur Ayam Ras,2023,Mei,Rp24.414
72,Sulawesi Tengah,Telur Ayam Ras,2023,Mei,-
73,Sulawesi Selatan,Telur Ayam Ras,2023,Mei,Rp24.817
74,Sulawesi Tenggara,Telur Ayam Ras,2023,Mei,-
75,Gorontalo,Telur Ayam Ras,2023,Mei,-
76,Sulawesi Barat,Telur Ayam Ras,2023,Mei,-
11,Aceh,GKP Tk. Petani,2023,Juni,Rp5.309
12,Sumatera Utara,GKP Tk. Petani,2023,Juni,Rp5.430
13,Sumatera Barat,GKP Tk. Petani,2023,Juni,Rp6.236
14,Riau,GKP Tk. Petani,2023,Juni,-
15,Jambi,GKP Tk. Petani,2023,Juni,Rp5.229
16,Sumatera Selatan,GKP Tk. Petani,2023,Juni,Rp5.269
17,Bengkulu,GKP Tk. Petani,2023,Juni,-
18,Lampung,GKP Tk. Petani,2023,Juni,Rp5.199
32,Jawa Barat,GKP Tk. Petani,2023,Juni,Rp5.287
33,Jawa Tengah,GKP Tk. Petani,2023,Juni,Rp5.315
34,D.I Yogyakarta,GKP Tk. Petani,2023,Juni,Rp5.113
35,Jawa Timur,GKP Tk. Petani,2023,Juni,Rp5.322
36,Banten,GKP Tk. Petani,2023,Juni,Rp4.950
51,Bali,GKP Tk. Petani,2023,Juni,Rp5.291
52,Nusa Tenggara Barat,GKP Tk. Petani,2023,Juni,Rp5.036
53,Nusa Tenggara Timur,GKP Tk. Petani,2023,Juni,Rp5.500
61,Kalimantan Barat,GKP Tk. Petani,2023,Juni,Rp5.667
62,Kalimantan Tengah,GKP Tk. Petani,2023,Juni,-
63,Kalimantan Selatan,GKP Tk. Petani,2023,Juni,Rp5.642
71,Sulawesi Utara,GKP Tk. Petani,2023,Juni,-
72,Sulawesi Tengah,GKP Tk. Petani,2023,Juni,-
73,Sulawesi Selatan,GKP Tk. Petani,2023,Juni,Rp5.264
74,Sulawesi Tenggara,GKP Tk. Petani,2023,Juni,Rp5.052
75,Gorontalo,GKP Tk. Petani,2023,Juni,-
76,Sulawesi Barat,GKP Tk. Petani,2023,Juni,-
11,Aceh,GKP Tk. Penggilingan,2023,Juni,Rp5.596
12,Sumatera Utara,GKP Tk. Penggilingan,2023,Juni,Rp5.805
13,Sumatera Barat,GKP Tk. Penggilingan,2023,Juni,Rp6.638
14,Riau,GKP Tk. Penggilingan,2023,Juni,-
15,Jambi,GKP Tk. Penggilingan,2023,Juni,Rp5.856
16,Sumatera Selatan,GKP Tk. Penggilingan,2023,Juni,Rp5.493
17,Bengkulu,GKP Tk. Penggilingan,2023,Juni,-
18,Lampung,GKP Tk. Penggilingan,2023,Juni,Rp5.632
32,Jawa Barat,GKP Tk. Penggilingan,2023,Juni,Rp5.498
33,Jawa Tengah,GKP Tk. Penggilingan,2023,Juni,Rp5.634
34,D.I Yogyakarta,GKP Tk. Penggilingan,2023,Juni,Rp5.263
35,Jawa Timur,GKP Tk. Penggilingan,2023,Juni,Rp5.610
36,Banten,GKP Tk. Penggilingan,2023,Juni,Rp5.428
51,Bali,GKP Tk. Penggilingan,2023,Juni,Rp5.675
52,Nusa Tenggara Barat,GKP Tk. Penggilingan,2023,Juni,Rp5.300
53,Nusa Tenggara Timur,GKP Tk. Penggilingan,2023,Juni,Rp6.000
61,Kalimantan Barat,GKP Tk. Penggilingan,2023,Juni,Rp5.569
62,Kalimantan Tengah,GKP Tk. Penggilingan,2023,Juni,-
63,Kalimantan Selatan,GKP Tk. Penggilingan,2023,Juni,Rp6.143
71,Sulawesi Utara,GKP Tk. Penggilingan,2023,Juni,-
72,Sulawesi Tengah,GKP Tk. Penggilingan,2023,Juni,-
73,Sulawesi Selatan,GKP Tk. Penggilingan,2023,Juni,Rp5.617
74,Sulawesi Tenggara,GKP Tk. Penggilingan,2023,Juni,Rp5.447
75,Gorontalo,GKP Tk. Penggilingan,2023,Juni,-
76,Sulawesi Barat,GKP Tk. Penggilingan,2023,Juni,-
11,Aceh,GKG Tk. Penggilingan,2023,Juni,Rp5.933
12,Sumatera Utara,GKG Tk. Penggilingan,2023,Juni,Rp6.521
13,Sumatera Barat,GKG Tk. Penggilingan,2023,Juni,Rp6.826
14,Riau,GKG Tk. Penggilingan,2023,Juni,-
15,Jambi,GKG Tk. Penggilingan,2023,Juni,Rp6.213
16,Sumatera Selatan,GKG Tk. Penggilingan,2023,Juni,Rp6.356
17,Bengkulu,GKG Tk. Penggilingan,2023,Juni,-
18,Lampung,GKG Tk. Penggilingan,2023,Juni,Rp6.389
32,Jawa Barat,GKG Tk. Penggilingan,2023,Juni,Rp6.263
33,Jawa Tengah,GKG Tk. Penggilingan,2023,Juni,Rp6.382
34,D.I Yogyakarta,GKG Tk. Penggilingan,2023,Juni,Rp6.193
35,Jawa Timur,GKG Tk. Penggilingan,2023,Juni,Rp6.237
36,Banten,GKG Tk. Penggilingan,2023,Juni,Rp6.017
51,Bali,GKG Tk. Penggilingan,2023,Juni,Rp6.588
52,Nusa Tenggara Barat,GKG Tk. Penggilingan,2023,Juni,Rp5.871
53,Nusa Tenggara Timur,GKG Tk. Penggilingan,2023,Juni,Rp6.500
61,Kalimantan Barat,GKG Tk. Penggilingan,2023,Juni,Rp6.274
62,Kalimantan Tengah,GKG Tk. Penggilingan,2023,Juni,Rp6.196
63,Kalimantan Selatan,GKG Tk. Penggilingan,2023,Juni,Rp6.941
71,Sulawesi Utara,GKG Tk. Penggilingan,2023,Juni,-
72,Sulawesi Tengah,GKG Tk. Penggilingan,2023,Juni,-
73,Sulawesi Selatan,GKG Tk. Penggilingan,2023,Juni,Rp5.954
74,Sulawesi Tenggara,GKG Tk. Penggilingan,2023,Juni,Rp5.600
75,Gorontalo,GKG Tk. Penggilingan,2023,Juni,-
76,Sulawesi Barat,GKG Tk. Penggilingan,2023,Juni,-
11,Aceh,Beras Medium Tingkat Penggilingan,2023,Juni,Rp10.660
12,Sumatera Utara,Beras Medium Tingkat Penggilingan,2023,Juni,Rp11.619
13,Sumatera Barat,Beras Medium Tingkat Penggilingan,2023,Juni,Rp11.997
14,Riau,Beras Medium Tingkat Penggilingan,2023,Juni,-
15,Jambi,Beras Medium Tingkat Penggilingan,2023,Juni,Rp10.213
16,Sumatera Selatan,Beras Medium Tingkat Penggilingan,2023,Juni,Rp10.248
17,Bengkulu,Beras Medium Tingkat Penggilingan,2023,Juni,-
18,Lampung,Beras Medium Tingkat Penggilingan,2023,Juni,Rp10.418
32,Jawa Barat,Beras Medium Tingkat Penggilingan,2023,Juni,Rp10.768
33,Jawa Tengah,Beras Medium Tingkat Penggilingan,2023,Juni,Rp10.201
34,D.I Yogyakarta,Beras Medium Tingkat Penggilingan,2023,Juni,Rp10.418
