Harga Pangan di Tingkat Produsen Provinsi,,,,,
,,,,,
Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga
14,Riau,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,-
15,Jambi,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,
16,Sumatera Selatan,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.730
17,Bengkulu,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.808
18,Lampung,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.993
32,Jawa Barat,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.820
33,Jawa Tengah,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.680
34,D.I Yogyakarta,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.765
35,Jawa Timur,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.672
36,Banten,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.483
51,Bali,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp5.500
52,Nusa Tenggara Barat,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.277
53,Nusa Tenggara Timur,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp5.037
61,Kalimantan Barat,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,-
62,Kalimantan Tengah,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,-
63,Kalimantan Selatan,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,-
71,Sulawesi Utara,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.552
72,Sulawesi Tengah,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp3.733
73,Sulawesi Selatan,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp3.995
74,Sulawesi Tenggara,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp4.455
75,Gorontalo,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,Rp3.826
76,Sulawesi Barat,Jagung Pipilan Kering Tingkat Petani,2024,Oktober,-
11,Aceh,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
12,Sumatera Utara,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
13,Sumatera Barat,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
14,Riau,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
15,Jambi,Kedelai Biji Kering Tingkat Petani,2024,Oktober,Rp12.000
16,Sumatera Selatan,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
17,Bengkulu,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
18,Lampung,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
32,Jawa Barat,Kedelai Biji Kering Tingkat Petani,2024,Oktober,Rp7.993
33,Jawa Tengah,Kedelai Biji Kering Tingkat Petani,2024,Oktober,Rp8.895
34,D.I Yogyakarta,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
35,Jawa Timur,Kedelai Biji Kering Tingkat Petani,2024,Oktober,Rp9.533
36,Banten,Kedelai Biji Kering Tingkat Petani,2024,Oktober,Rp8.128
51,Bali,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
52,Nusa Tenggara Barat,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
53,Nusa Tenggara Timur,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
61,Kalimantan Barat,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
62,Kalimantan Tengah,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
63,Kalimantan Selatan,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
71,Sulawesi Utara,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
72,Sulawesi Tengah,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
73,Sulawesi Selatan,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
74,Sulawesi Tenggara,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
75,Gorontalo,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
76,Sulawesi Barat,Kedelai Biji Kering Tingkat Petani,2024,Oktober,-
11,Aceh,Bawang Merah Tingkat Petani,2024,Oktober,-
12,Sumatera Utara,Bawang Merah Tingkat Petani,2024,Oktober,Rp19.208
13,Sumatera Barat,Bawang Merah Tingkat Petani,2024,Oktober,Rp21.378
14,Riau,Bawang Merah Tingkat Petani,2024,Oktober,-
15,Jambi,Bawang Merah Tingkat Petani,2024,Oktober,Rp16.355
16,Sumatera Selatan,Bawang Merah Tingkat Petani,2024,Oktober,-
17,Bengkulu,Bawang Merah Tingkat Petani,2024,Oktober,-
18,Lampung,Bawang Merah Tingkat Petani,2024,Oktober,-
32,Jawa Barat,Bawang Merah Tingkat Petani,2024,Oktober,Rp16.578
33,Jawa Tengah,Bawang Merah Tingkat Petani,2024,Oktober,Rp17.708
34,D.I Yogyakarta,Bawang Merah Tingkat Petani,2024,Oktober,Rp13.381
35,Jawa Timur,Bawang Merah Tingkat Petani,2024,Oktober,Rp17.492
36,Banten,Bawang Merah Tingkat Petani,2024,Oktober,Rp18.862
51,Bali,Bawang Merah Tingkat Petani,2024,Oktober,Rp17.000
52,Nusa Tenggara Barat,Bawang Merah Tingkat Petani,2024,Oktober,Rp14.802
53,Nusa Tenggara Timur,Bawang Merah Tingkat Petani,2024,Oktober,Rp17.083
61,Kalimantan Barat,Bawang Merah Tingkat Petani,2024,Oktober,-
62,Kalimantan Tengah,Bawang Merah Tingkat Petani,2024,Oktober,-
63,Kalimantan Selatan,Bawang Merah Tingkat Petani,2024,Oktober,-
71,Sulawesi Utara,Bawang Merah Tingkat Petani,2024,Oktober,-
72,Sulawesi Tengah,Bawang Merah Tingkat Petani,2024,Oktober,-
73,Sulawesi Selatan,Bawang Merah Tingkat Petani,2024,Oktober,Rp12.250
74,Sulawesi Tenggara,Bawang Merah Tingkat Petani,2024,Oktober,-
75,Gorontalo,Bawang Merah Tingkat Petani,2024,Oktober,-
76,Sulawesi Barat,Bawang Merah Tingkat Petani,2024,Oktober,-
11,Aceh,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp18.618
12,Sumatera Utara,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp16.493
13,Sumatera Barat,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp24.656
14,Riau,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp24.920
15,Jambi,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp17.273
16,Sumatera Selatan,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp14.133
17,Bengkulu,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp17.787
18,Lampung,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp18.935
32,Jawa Barat,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp13.582
33,Jawa Tengah,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp13.696
34,D.I Yogyakarta,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp8.624
35,Jawa Timur,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp11.996
36,Banten,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp15.439
51,Bali,Cabai Merah Keriting Tingkat Petani,2024,Oktober,-
52,Nusa Tenggara Barat,Cabai Merah Keriting Tingkat Petani,2024,Oktober,-
53,Nusa Tenggara Timur,Cabai Merah Keriting Tingkat Petani,2024,Oktober,-
61,Kalimantan Barat,Cabai Merah Keriting Tingkat Petani,2024,Oktober,-
62,Kalimantan Tengah,Cabai Merah Keriting Tingkat Petani,2024,Oktober,-
63,Kalimantan Selatan,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp27.778
71,Sulawesi Utara,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp26.342
72,Sulawesi Tengah,Cabai Merah Keriting Tingkat Petani,2024,Oktober,-
73,Sulawesi Selatan,Cabai Merah Keriting Tingkat Petani,2024,Oktober,-
74,Sulawesi Tenggara,Cabai Merah Keriting Tingkat Petani,2024,Oktober,-
75,Gorontalo,Cabai Merah Keriting Tingkat Petani,2024,Oktober,-
76,Sulawesi Barat,Cabai Merah Keriting Tingkat Petani,2024,Oktober,Rp13.742
11,Aceh,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp25.000
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp24.032
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2024,Oktober,-
14,Riau,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp24.000
15,Jambi,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp18.000
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2024,Oktober,-
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp20.000
18,Lampung,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp26.000
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp27.416
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp31.307
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp31.495
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp26.921
36,Banten,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp23.567
51,Bali,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp30.358
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp22.595
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp35.000
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp65.000
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2024,Oktober,-
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp34.302
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp49.794
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp39.036
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp22.409
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2024,Oktober,-
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp35.962
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2024,Oktober,Rp23.065
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp54.270
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp51.739
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp55.747
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,-
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp59.097
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp50.716
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,-
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp48.975
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp51.816
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp48.735
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp48.529
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp50.880
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp51.100
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp41.000
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp49.799
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp45.918
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,-
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,-
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp61.122
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,-
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,-
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,Rp56.794
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,-
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,-
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Oktober,-
11,Aceh,Ayam Ras Pedaging,2024,Oktober,-
12,Sumatera Utara,Ayam Ras Pedaging,2024,Oktober,Rp21.147
13,Sumatera Barat,Ayam Ras Pedaging,2024,Oktober,Rp24.511
14,Riau,Ayam Ras Pedaging,2024,Oktober,Rp21.439
15,Jambi,Ayam Ras Pedaging,2024,Oktober,Rp29.115
16,Sumatera Selatan,Ayam Ras Pedaging,2024,Oktober,Rp19.918
17,Bengkulu,Ayam Ras Pedaging,2024,Oktober,-
18,Lampung,Ayam Ras Pedaging,2024,Oktober,Rp23.812
32,Jawa Barat,Ayam Ras Pedaging,2024,Oktober,Rp21.060
33,Jawa Tengah,Ayam Ras Pedaging,2024,Oktober,Rp19.458
34,D.I Yogyakarta,Ayam Ras Pedaging,2024,Oktober,-
35,Jawa Timur,Ayam Ras Pedaging,2024,Oktober,Rp21.271
36,Banten,Ayam Ras Pedaging,2024,Oktober,Rp19.851
51,Bali,Ayam Ras Pedaging,2024,Oktober,Rp21.841
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2024,Oktober,Rp25.000
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2024,Oktober,-
61,Kalimantan Barat,Ayam Ras Pedaging,2024,Oktober,-
62,Kalimantan Tengah,Ayam Ras Pedaging,2024,Oktober,-
63,Kalimantan Selatan,Ayam Ras Pedaging,2024,Oktober,Rp24.376
71,Sulawesi Utara,Ayam Ras Pedaging,2024,Oktober,Rp29.000
72,Sulawesi Tengah,Ayam Ras Pedaging,2024,Oktober,-
73,Sulawesi Selatan,Ayam Ras Pedaging,2024,Oktober,Rp21.046
74,Sulawesi Tenggara,Ayam Ras Pedaging,2024,Oktober,-
75,Gorontalo,Ayam Ras Pedaging,2024,Oktober,-
76,Sulawesi Barat,Ayam Ras Pedaging,2024,Oktober,-
11,Aceh,Telur Ayam Ras,2024,Oktober,-
12,Sumatera Utara,Telur Ayam Ras,2024,Oktober,Rp23.613
13,Sumatera Barat,Telur Ayam Ras,2024,Oktober,Rp24.544
14,Riau,Telur Ayam Ras,2024,Oktober,Rp22.083
15,Jambi,Telur Ayam Ras,2024,Oktober,Rp23.806
16,Sumatera Selatan,Telur Ayam Ras,2024,Oktober,Rp22.500
17,Bengkulu,Telur Ayam Ras,2024,Oktober,-
18,Lampung,Telur Ayam Ras,2024,Oktober,Rp24.803
32,Jawa Barat,Telur Ayam Ras,2024,Oktober,Rp23.986
33,Jawa Tengah,Telur Ayam Ras,2024,Oktober,Rp23.222
34,D.I Yogyakarta,Telur Ayam Ras,2024,Oktober,Rp23.179
35,Jawa Timur,Telur Ayam Ras,2024,Oktober,Rp23.159
36,Banten,Telur Ayam Ras,2024,Oktober,Rp22.191
51,Bali,Telur Ayam Ras,2024,Oktober,Rp22.670
52,Nusa Tenggara Barat,Telur Ayam Ras,2024,Oktober,-
53,Nusa Tenggara Timur,Telur Ayam Ras,2024,Oktober,-
61,Kalimantan Barat,Telur Ayam Ras,2024,Oktober,Rp25.027
62,Kalimantan Tengah,Telur Ayam Ras,2024,Oktober,-
63,Kalimantan Selatan,Telur Ayam Ras,2024,Oktober,Rp25.964
71,Sulawesi Utara,Telur Ayam Ras,2024,Oktober,Rp29.000
72,Sulawesi Tengah,Telur Ayam Ras,2024,Oktober,-
73,Sulawesi Selatan,Telur Ayam Ras,2024,Oktober,Rp24.231
74,Sulawesi Tenggara,Telur Ayam Ras,2024,Oktober,-
75,Gorontalo,Telur Ayam Ras,2024,Oktober,-
76,Sulawesi Barat,Telur Ayam Ras,2024,Oktober,-
11,Aceh,GKP Tk. Petani,2024,November,Rp6.003
12,Sumatera Utara,GKP Tk. Petani,2024,November,Rp6.261
13,Sumatera Barat,GKP Tk. Petani,2024,November,Rp6.680
14,Riau,GKP Tk. Petani,2024,November,-
15,Jambi,GKP Tk. Petani,2024,November,Rp6.167
16,Sumatera Selatan,GKP Tk. Petani,2024,November,Rp5.834
17,Bengkulu,GKP Tk. Petani,2024,November,-
18,Lampung,GKP Tk. Petani,2024,November,Rp5.984
32,Jawa Barat,GKP Tk. Petani,2024,November,Rp6.263
33,Jawa Tengah,GKP Tk. Petani,2024,November,Rp6.258
34,D.I Yogyakarta,GKP Tk. Petani,2024,November,Rp6.209
35,Jawa Timur,GKP Tk. Petani,2024,November,Rp6.381
36,Banten,GKP Tk. Petani,2024,November,Rp6.129
51,Bali,GKP Tk. Petani,2024,November,Rp5.904
52,Nusa Tenggara Barat,GKP Tk. Petani,2024,November,Rp6.382
53,Nusa Tenggara Timur,GKP Tk. Petani,2024,November,Rp6.600
61,Kalimantan Barat,GKP Tk. Petani,2024,November,Rp6.100
62,Kalimantan Tengah,GKP Tk. Petani,2024,November,-
63,Kalimantan Selatan,GKP Tk. Petani,2024,November,Rp6.113
71,Sulawesi Utara,GKP Tk. Petani,2024,November,-
72,Sulawesi Tengah,GKP Tk. Petani,2024,November,-
73,Sulawesi Selatan,GKP Tk. Petani,2024,November,Rp5.866
74,Sulawesi Tenggara,GKP Tk. Petani,2024,November,Rp5.546
75,Gorontalo,GKP Tk. Petani,2024,November,-
76,Sulawesi Barat,GKP Tk. Petani,2024,November,-
11,Aceh,GKP Tk. Penggilingan,2024,November,Rp6.198
12,Sumatera Utara,GKP Tk. Penggilingan,2024,November,Rp6.725
13,Sumatera Barat,GKP Tk. Penggilingan,2024,November,Rp7.692
14,Riau,GKP Tk. Penggilingan,2024,November,-
15,Jambi,GKP Tk. Penggilingan,2024,November,Rp6.650
16,Sumatera Selatan,GKP Tk. Penggilingan,2024,November,-
17,Bengkulu,GKP Tk. Penggilingan,2024,November,-
18,Lampung,GKP Tk. Penggilingan,2024,November,Rp6.334
32,Jawa Barat,GKP Tk. Penggilingan,2024,November,Rp6.639
33,Jawa Tengah,GKP Tk. Penggilingan,2024,November,Rp6.611
34,D.I Yogyakarta,GKP Tk. Penggilingan,2024,November,Rp6.349
35,Jawa Timur,GKP Tk. Penggilingan,2024,November,Rp6.708
36,Banten,GKP Tk. Penggilingan,2024,November,Rp5.915
51,Bali,GKP Tk. Penggilingan,2024,November,Rp6.552
52,Nusa Tenggara Barat,GKP Tk. Penggilingan,2024,November,Rp7.112
53,Nusa Tenggara Timur,GKP Tk. Penggilingan,2024,November,Rp7.800
61,Kalimantan Barat,GKP Tk. Penggilingan,2024,November,Rp6.940
62,Kalimantan Tengah,GKP Tk. Penggilingan,2024,November,-
63,Kalimantan Selatan,GKP Tk. Penggilingan,2024,November,Rp6.565
71,Sulawesi Utara,GKP Tk. Penggilingan,2024,November,-
72,Sulawesi Tengah,GKP Tk. Penggilingan,2024,November,-
73,Sulawesi Selatan,GKP Tk. Penggilingan,2024,November,Rp6.176
74,Sulawesi Tenggara,GKP Tk. Penggilingan,2024,November,Rp6.159
75,Gorontalo,GKP Tk. Penggilingan,2024,November,-
76,Sulawesi Barat,GKP Tk. Penggilingan,2024,November,Rp6.105
11,Aceh,GKG Tk. Penggilingan,2024,November,Rp6.552
12,Sumatera Utara,GKG Tk. Penggilingan,2024,November,Rp7.454
13,Sumatera Barat,GKG Tk. Penggilingan,2024,November,Rp8.315
14,Riau,GKG Tk. Penggilingan,2024,November,-
15,Jambi,GKG Tk. Penggilingan,2024,November,Rp7.685
16,Sumatera Selatan,GKG Tk. Penggilingan,2024,November,-
17,Bengkulu,GKG Tk. Penggilingan,2024,November,-
18,Lampung,GKG Tk. Penggilingan,2024,November,Rp7.161
32,Jawa Barat,GKG Tk. Penggilingan,2024,November,Rp7.624
33,Jawa Tengah,GKG Tk. Penggilingan,2024,November,Rp7.442
34,D.I Yogyakarta,GKG Tk. Penggilingan,2024,November,Rp7.338
35,Jawa Timur,GKG Tk. Penggilingan,2024,November,Rp7.447
36,Banten,GKG Tk. Penggilingan,2024,November,Rp7.146
51,Bali,GKG Tk. Penggilingan,2024,November,Rp7.838
52,Nusa Tenggara Barat,GKG Tk. Penggilingan,2024,November,Rp7.775
53,Nusa Tenggara Timur,GKG Tk. Penggilingan,2024,November,Rp8.130
61,Kalimantan Barat,GKG Tk. Penggilingan,2024,November,Rp7.234
62,Kalimantan Tengah,GKG Tk. Penggilingan,2024,November,Rp6.609
63,Kalimantan Selatan,GKG Tk. Penggilingan,2024,November,Rp7.235
71,Sulawesi Utara,GKG Tk. Penggilingan,2024,November,-
72,Sulawesi Tengah,GKG Tk. Penggilingan,2024,November,-
73,Sulawesi Selatan,GKG Tk. Penggilingan,2024,November,Rp6.835
74,Sulawesi Tenggara,GKG Tk. Penggilingan,2024,November,Rp6.627
75,Gorontalo,GKG Tk. Penggilingan,2024,November,-
76,Sulawesi Barat,GKG Tk. Penggilingan,2024,November,Rp6.205
11,Aceh,Beras Medium Tingkat Penggilingan,2024,November,Rp11.939
12,Sumatera Utara,Beras Medium Tingkat Penggilingan,2024,November,Rp12.831
13,Sumatera Barat,Beras Medium Tingkat Penggilingan,2024,November,Rp13.340
14,Riau,Beras Medium Tingkat Penggilingan,2024,November,-
15,Jambi,Beras Medium Tingkat Penggilingan,2024,November,Rp12.600
16,Sumatera Selatan,Beras Medium Tingkat Penggilingan,2024,November,Rp11.885
17,Bengkulu,Beras Medium Tingkat Penggilingan,2024,November,-
18,Lampung,Beras Medium Tingkat Penggilingan,2024,November,Rp12.015
32,Jawa Barat,Beras Medium Tingkat Penggilingan,2024,November,Rp12.101
33,Jawa Tengah,Beras Medium Tingkat Penggilingan,2024,November,Rp11.926
34,D.I Yogyakarta,Beras Medium Tingkat Penggilingan,2024,November,Rp12.346
35,Jawa Timur,Beras Medium Tingkat Penggilingan,2024,November,Rp12.051
36,Banten,Beras Medium Tingkat Penggilingan,2024,November,Rp11.131
51,Bali,Beras Medium Tingkat Penggilingan,2024,November,Rp12.696
52,Nusa Tenggara Barat,Beras Medium Tingkat Penggilingan,2024,November,Rp12.084
53,Nusa Tenggara Timur,Beras Medium Tingkat Penggilingan,2024,November,Rp12.216
61,Kalimantan Barat,Beras Medium Tingkat Penggilingan,2024,November,Rp12.360
62,Kalimantan Tengah,Beras Medium Tingkat Penggilingan,2024,November,Rp11.118
63,Kalimantan Selatan,Beras Medium Tingkat Penggilingan,2024,November,Rp11.139
71,Sulawesi Utara,Beras Medium Tingkat Penggilingan,2024,November,-
72,Sulawesi Tengah,Beras Medium Tingkat Penggilingan,2024,November,Rp10.761
73,Sulawesi Selatan,Beras Medium Tingkat Penggilingan,2024,November,Rp11.205
74,Sulawesi Tenggara,Beras Medium Tingkat Penggilingan,2024,November,Rp11.466
75,Gorontalo,Beras Medium Tingkat Penggilingan,2024,November,Rp11.273
76,Sulawesi Barat,Beras Medium Tingkat Penggilingan,2024,November,-
11,Aceh,Beras Premium Tingkat Penggilingan,2024,November,Rp12.954
12,Sumatera Utara,Beras Premium Tingkat Penggilingan,2024,November,Rp14.000
13,Sumatera Barat,Beras Premium Tingkat Penggilingan,2024,November,Rp15.315
14,Riau,Beras Premium Tingkat Penggilingan,2024,November,-
15,Jambi,Beras Premium Tingkat Penggilingan,2024,November,Rp13.825
16,Sumatera Selatan,Beras Premium Tingkat Penggilingan,2024,November,-
17,Bengkulu,Beras Premium Tingkat Penggilingan,2024,November,-
18,Lampung,Beras Premium Tingkat Penggilingan,2024,November,Rp13.148
32,Jawa Barat,Beras Premium Tingkat Penggilingan,2024,November,Rp13.393
33,Jawa Tengah,Beras Premium Tingkat Penggilingan,2024,November,Rp13.511
34,D.I Yogyakarta,Beras Premium Tingkat Penggilingan,2024,November,Rp13.856
35,Jawa Timur,Beras Premium Tingkat Penggilingan,2024,November,Rp13.465
36,Banten,Beras Premium Tingkat Penggilingan,2024,November,Rp12.127
51,Bali,Beras Premium Tingkat Penggilingan,2024,November,Rp13.938
52,Nusa Tenggara Barat,Beras Premium Tingkat Penggilingan,2024,November,Rp13.309
53,Nusa Tenggara Timur,Beras Premium Tingkat Penggilingan,2024,November,-
61,Kalimantan Barat,Beras Premium Tingkat Penggilingan,2024,November,-
62,Kalimantan Tengah,Beras Premium Tingkat Penggilingan,2024,November,-
63,Kalimantan Selatan,Beras Premium Tingkat Penggilingan,2024,November,Rp13.641
71,Sulawesi Utara,Beras Premium Tingkat Penggilingan,2024,November,-
72,Sulawesi Tengah,Beras Premium Tingkat Penggilingan,2024,November,Rp10.500
73,Sulawesi Selatan,Beras Premium Tingkat Penggilingan,2024,November,Rp12.947
74,Sulawesi Tenggara,Beras Premium Tingkat Penggilingan,2024,November,Rp12.333
75,Gorontalo,Beras Premium Tingkat Penggilingan,2024,November,-
76,Sulawesi Barat,Beras Premium Tingkat Penggilingan,2024,November,-
11,Aceh,Jagung Pipilan Kering Tingkat Petani,2024,November,-
12,Sumatera Utara,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.110
13,Sumatera Barat,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.272
14,Riau,Jagung Pipilan Kering Tingkat Petani,2024,November,-
15,Jambi,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.445
16,Sumatera Selatan,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.529
17,Bengkulu,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.850
18,Lampung,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.488
32,Jawa Barat,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.856
33,Jawa Tengah,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.657
34,D.I Yogyakarta,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.734
35,Jawa Timur,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.656
36,Banten,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.479
51,Bali,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp5.481
52,Nusa Tenggara Barat,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.112
53,Nusa Tenggara Timur,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp5.544
61,Kalimantan Barat,Jagung Pipilan Kering Tingkat Petani,2024,November,-
62,Kalimantan Tengah,Jagung Pipilan Kering Tingkat Petani,2024,November,-
63,Kalimantan Selatan,Jagung Pipilan Kering Tingkat Petani,2024,November,-
71,Sulawesi Utara,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.464
72,Sulawesi Tengah,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp3.813
73,Sulawesi Selatan,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp3.706
74,Sulawesi Tenggara,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp4.600
75,Gorontalo,Jagung Pipilan Kering Tingkat Petani,2024,November,Rp3.877
76,Sulawesi Barat,Jagung Pipilan Kering Tingkat Petani,2024,November,-
11,Aceh,Kedelai Biji Kering Tingkat Petani,2024,November,-
12,Sumatera Utara,Kedelai Biji Kering Tingkat Petani,2024,November,-
13,Sumatera Barat,Kedelai Biji Kering Tingkat Petani,2024,November,-
